User_id,employment_type,tier_of_employment,industry,role,work_experience,total_income,gender,married,dependents,home_type,pincode,has_social_profile,is_verified,delinq_2yrs,total_payement,received_principal,interest_received,number_of_loans,emi_1_dpd,emi_2_dpd,emi_3_dpd,emi_4_dpd,emi_5_dpd,emi_6_dpd,max_dpd,yearmo
7031550,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhsmzX0nxh5QlePvtVf6EAet6QpCSSM8Gw4ylrpBtyDfI=,KHMbckjadbckIFGGASEWdkcndwkcnCCM,10+,31000.0,Male,Yes,3,own,XX310X,,,0,8455.94,8000.0,455.94,0,0,0,0,0,0,0,0,202203
6426645,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIXXfiOnvGBcBlmV7RZ2ff7o=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,45000.0,Other,Yes,1,rent,XX914X,,Source Verified,0,18914.92,14464.46,4450.46,0,0,0,0,0,0,0,0,202204
7031342,Self - Employeed,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIdugUEGuttdWlFK3BjAUl9k=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,25000.0,Female,No,1,mortgage,XX325X,No,Not Verified,0,10325.7181302,8000.0,2325.72,0,30,0,0,0,30,0,30,202205
7031329,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIXGqhxOIxeELgRPfxeo/nyw=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,10+,51000.0,Other,No,3,mortgage,XX917X,,,0,17790.76,11608.78,6181.98,0,0,0,0,0,0,0,0,202202
7010891,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIdjdEF8QOmtyEcdsr9LlTjE=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,1-2,55000.0,Male,,4,mortgage,XX757X,,,0,22997.3363003,19200.0,3797.34,0,0,0,0,0,0,0,0,202205
7030721,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIdoq6rbFg9qOgTUF6KgwVCk=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,72000.0,Female,,3,mortgage,XX342X,Yes,Verified,0,11809.758589,10000.0,1809.76,0,0,0,0,0,0,0,0,202201
7030622,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiFuDUdpbFGsZsMgGZ61ubFo0WDdrGa0lPf0rX7+Gi9Hvoe3ALKMqvBpzkdmQMVnGr8=,KHMbckjadbckIFGMASEWdkcndwkcnCCM,<1,110000.0,Other,Yes,0,rent,XX24X,,Verified,0,13777.67,11609.75,2167.92,0,0,0,0,0,0,0,0,202205
7010574,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIdJ2GSZkcHbL5CrnYm2b/k4=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,90000.0,Other,,3,mortgage,XX927X,No,Not Verified,0,30716.03,25880.53,4835.5,0,0,0,0,0,0,0,0,202201
7010407,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiFmvvmgs1aVe4LsZXe5AVTryI6cjziM8WSy0jFT+DKMEyTjuniGmjjDnEUyiUmcE5U=,KHMbckjadbckIFGWISEWdkcndwkcnCCM,5-10,32000.0,Male,,1,mortgage,XX548X,No,Not Verified,0,12512.0344078,10375.0,2137.03,0,0,0,0,0,0,0,0,202203
7009504,Salaried,B,0,KHMbckjadbckIFGMNSEWdkcndwkcnCCM,0,40560.0,Female,Yes,4,mortgage,XX553X,,,0,12132.7462027,10000.0,2132.75,0,0,0,0,0,0,0,0,202203
7010120,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQi+EwlJ+Vc59jio9vTrBZk=,KHMbckjadbckIFGMASEWdkcndwkcnCCM,5-10,115000.0,Male,No,3,mortgage,XX21X,,,0,9032.205792,8000.0,1032.21,0,0,0,0,0,0,0,0,202203
7009966,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSISR/G17XqtSwDqRU7JcPoFA=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,75000.0,Other,Yes,1,mortgage,XX333X,,Source Verified,0,35936.7,30000.0,5936.7,0,0,0,0,0,0,0,0,202202
7009811,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhztdWA6TY4kvxqP4jmlIbTyTjuniGmjjDnEUyiUmcE5U=,KHMbckjadbckIFGAZSEWdkcndwkcnCCM,5-10,120640.0,Male,Yes,3,rent,XX857X,Yes,,0,21903.35,19378.48,2524.87,0,0,0,0,0,0,0,0,202201
7009681,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh325i0Xkc0r/x5gKhTCSWZ6DMwci/Ed0zSM+ZpOE5dQw=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,168000.0,Male,,0,rent,XX902X,Yes,,0,18718.8523344,16800.0,1918.85,0,0,0,0,0,0,0,0,202205
7029514,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh4DLlLW62jReXaqbPaHp1vfHisCOiT+u4lqT/0DMMOnE=,KHMbckjadbckIFGMASEWdkcndwkcnCCM,5-10,48000.0,Male,Yes,1,mortgage,XX14X,,Verified,0,20376.7122908,17625.0,2751.71,0,0,0,0,0,0,0,0,202204
6787379,Self - Employeed,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiF7g1gOivU07DpcoYTrQBYX51tgyl7ERajjSc/CIXp7nkfTe73nh6DXhzZHXyOl7AI=,KHMbckjadbckIFGNVSEWdkcndwkcnCCM,10+,53754.0,Other,,4,mortgage,XX891X,Yes,Source Verified,0,13817.4839873,11700.0,2117.48,0,0,0,0,0,0,0,0,202204
7009178,Self - Employeed,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSISD8Wk8VekJ+Jt6FBh0Bd1g=,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,<1,65000.0,Male,No,3,rent,XX112X,No,Source Verified,0,1023.82,336.67,247.07,0,90,90,90,90,90,90,90,202202
7028868,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhL3SXSRcK6+a6XuJstWWQVCKQZAr+qNV+sshZsZ4mwaM=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,56500.0,Other,No,0,mortgage,XX329X,No,,0,7365.24,4024.04,2270.18,0,90,90,90,90,90,90,90,202204
7028832,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIcQUVAnPJonwjqwoOgXC4VE=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,10+,46000.0,Male,,0,rent,XX338X,,Verified,0,10481.18,8875.0,1606.18,0,0,0,0,0,0,0,0,202205
7028806,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhsmzX0nxh5QlePvtVf6EAekJAxSKzL+fYmlq9yZQ+30Y=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,10+,65000.0,Female,No,1,mortgage,XX442X,,Not Verified,0,24233.21,23350.0,883.21,0,0,0,0,0,0,0,0,202202
7008809,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIb4ADj/ykkhgM886TEQ8yrI=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,65000.0,Other,No,2,mortgage,XX328X,No,Not Verified,0,21560.02,17999.99,3560.03,0,0,0,30,0,0,0,30,202203
7028316,Self - Employeed,C,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,62400.0,Female,No,0,rent,XX951X,Yes,,0,22123.2,20000.0,2123.2,0,0,0,0,0,0,0,0,202202
7008165,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhbvAkWhJUWCsAQ/rcr/nf7xMsihaybVMHO1ljAqiMVLc=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,10+,130000.0,Male,,3,own,XX787X,,Source Verified,0,16382.6785558,15000.0,1382.68,0,30,0,0,0,0,0,30,202204
7007841,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh/Ombs3u50iouzQuSSlKY0jPAK9AqG55ILJHAIbntXjQ=,KHMbckjadbckIFGNJSEWdkcndwkcnCCM,10+,60350.0,Female,Yes,0,mortgage,XX70X,,,0,20150.56,15854.35,4296.21,0,0,0,0,0,0,0,0,202203
6646373,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIVZjFiU4bwmsw4PDkn5gOzI=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,84000.0,Male,,3,own,XX933X,Yes,,0,19625.73,17437.8,2187.93,0,0,0,0,0,0,0,0,202201
2802824,Salaried,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSISiDOJTfqgHmWRonxFAHahA=,KHMbckjadbckIFGWASEWdkcndwkcnCCM,10+,75000.0,Other,No,1,mortgage,XX983X,Yes,Source Verified,0,41290.7,32256.77,9033.93,0,0,0,0,0,0,0,0,202205
7027294,,,0,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,0,63000.0,Female,,3,rent,XX341X,Yes,Not Verified,1,1914.36,792.38,477.79,0,90,90,90,90,90,90,90,202203
7024155,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhU1SeXqqiDBQBqAgUkMa7QyUdDUAlLyU9d3LG8imyYxQ=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,38000.0,Other,Yes,2,own,XX921X,,Not Verified,0,18695.67,14750.0,3945.67,0,0,0,0,0,0,0,0,202203
7026908,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIeAaGwmLx1vLNxZMCAuPZEg=,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,2-3,39000.0,Male,No,2,rent,XX114X,No,Source Verified,0,4124.83,2705.94,938.88,0,0,90,90,90,90,90,90,202202
7006780,,,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,68000.0,Female,,1,rent,XX949X,,Source Verified,0,18790.9,16000.0,2790.9,0,0,0,0,0,0,0,0,202203
6431290,Salaried,E,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIXQY5xlC0N7yK0eSLA9/OVo=,KHMbckjadbckIFGMISEWdkcndwkcnCCM,10+,66000.0,Female,Yes,4,own,XX492X,No,,0,25352.6,11619.03,13733.57,0,0,0,0,0,0,0,0,202202
7006276,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh/cdCiaVzVo/KVM2JldD+WgSyhQc8jCt72EqbOPvCIig=,KHMbckjadbckIFGMISEWdkcndwkcnCCM,10+,35000.0,Other,No,3,rent,XX480X,No,Not Verified,0,5853.32,3384.59,1690.05,0,90,90,90,90,90,90,90,202205
6869486,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh5saiFYuE/+2/WW+YLRHN0YdZaqrCQi2jkv/IvxW9U6w=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,<1,29120.0,Female,No,3,mortgage,XX752X,Yes,Verified,1,7193.44,6625.0,568.44,0,0,0,0,0,0,0,0,202203
7005924,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIWE3TDy9S7bwR9sF6qNO55w=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,5-10,43500.0,Male,,3,mortgage,XX793X,Yes,Source Verified,0,10196.76,7996.29,2170.47,0,0,0,0,0,0,0,0,202205
7025804,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIa24tDXM6NjFJZi/PyMLxYs=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,1-2,128000.0,Other,,3,rent,XX928X,No,Source Verified,0,23949.17,19319.52,4629.65,0,0,0,0,0,0,0,0,202205
7022661,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhIrPMCF4ry6hEgFNLCKQYs+DdvP/hwbSsWcVlRPnY+XU=,KHMbckjadbckIFGAZSEWdkcndwkcnCCM,5-10,170000.0,Female,Yes,1,rent,XX852X,Yes,,1,8074.7,8000.0,74.7,0,0,0,0,0,0,0,0,202201
6645040,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhf9alOOXdzpMNZ0Y5BEzI7JjwxVURGchm0f+cMigLQCc=,KHMbckjadbckIFGMASEWdkcndwkcnCCM,10+,85000.0,Other,Yes,3,mortgage,XX10X,No,,1,29771.8794293,24000.0,5771.88,0,0,0,0,0,0,0,0,202202
7005558,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhwdj6CSbLLGSdLhgVPvyffza3CnFgs6efFbY0JBd3jzM=,KHMbckjadbckIFGCTSEWdkcndwkcnCCM,5-10,180000.0,Female,Yes,1,mortgage,XX64X,,Not Verified,1,15975.0,14542.66,1432.34,0,0,0,0,0,0,0,0,202202
5551466,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIUgL5fdEbXghJi4381F4LOM=,KHMbckjadbckIFGVASEWdkcndwkcnCCM,5-10,24000.0,Female,Yes,0,mortgage,XX224X,Yes,,0,9678.12,8000.0,1678.12,0,0,0,0,0,0,0,0,202201
7025254,Self - Employeed,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIZpVW29vgagUoEXPfB6fjIg=,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,10+,50000.0,Other,,2,rent,XX112X,Yes,Source Verified,0,19064.5469049,15000.0,4064.55,0,0,0,0,0,0,0,0,202205
7025176,Self - Employeed,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIb/PLSbXYjAKxwGAGDgf2eU=,KHMbckjadbckIFGPASEWdkcndwkcnCCM,10+,31000.0,Female,Yes,0,rent,XX175X,No,Verified,0,12755.19,10254.57,2500.62,0,0,0,0,0,30,0,30,202202
7004898,Salaried,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhQvMGAFDNrATHowYTPyTwAEsQUaMESvmGuR1hN7wOUc4=,KHMbckjadbckIFGORSEWdkcndwkcnCCM,5-10,57500.0,Male,No,2,rent,XX973X,No,Source Verified,0,3015.92,1850.46,1165.46,0,90,90,90,90,90,90,90,202204
7024384,,,0,KHMbckjadbckIFGWASEWdkcndwkcnCCM,0,37752.0,Male,No,4,rent,XX981X,No,,0,8907.83,7162.15,1745.68,0,0,0,0,0,0,0,0,202202
7004455,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhSdhPaBSX/YIcUFP+v6a/BKo9m7FMkvGuYkDKa/twETg=,KHMbckjadbckIFGMNSEWdkcndwkcnCCM,10+,64000.0,Male,Yes,0,own,XX562X,No,Not Verified,0,7729.97536207,6000.0,1729.98,0,0,0,0,0,0,0,0,202205
7022298,Salaried,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGM6umRkG6CTJGOsBskaIs2RLLY3aCPU+LD//irxxf2yqpsE1qcNmSr4UjBMBssgTw=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,10+,75000.0,Female,No,4,mortgage,XX923X,,Not Verified,0,25895.53,18203.95,5911.52,0,90,60,30,0,0,0,90,202204
7004083,Self - Employeed,B,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,31000.0,Male,Yes,1,rent,XX920X,No,Source Verified,0,4375.4,3775.0,600.4,0,30,0,0,0,0,0,30,202203
7024059,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh26OUDsvJqyopFaCcX+HSnF9xPjyKH8YdLQeDkhw/vcU=,KHMbckjadbckIFGNVSEWdkcndwkcnCCM,10+,70000.0,Male,Yes,1,rent,XX895X,Yes,,0,23967.1008633,18225.0,5742.1,0,0,0,0,0,0,0,0,202203
7001695,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIVu+5kdYrZv0/gxLb0GCqgE=,KHMbckjadbckIFGWASEWdkcndwkcnCCM,5-10,47308.0,Female,No,3,mortgage,XX992X,Yes,Source Verified,0,16067.15,15000.0,1067.15,0,0,0,0,0,0,0,0,202205
6647542,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIfOjATCuFskv4CoK9miwTWE=,KHMbckjadbckIFGUTSEWdkcndwkcnCCM,5-10,25000.0,Female,,3,own,XX847X,,Not Verified,1,6134.72,4826.82,1307.9,0,0,0,0,0,0,0,0,202204
7003552,Self - Employeed,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhDGCQep2AE5QRkNCshIAlFbT/3aNZUG9O5vJmtQP6/EY=,KHMbckjadbckIFGVASEWdkcndwkcnCCM,3-5,38000.0,Other,Yes,2,mortgage,XX226X,,Verified,0,15446.51,14300.0,1146.51,0,0,0,0,0,0,0,0,202201
7023495,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIaRr3E4aex+4Q2JdTmjOZ70=,KHMbckjadbckIFGINSEWdkcndwkcnCCM,1-2,80000.0,Other,,2,rent,XX460X,,,0,17222.28,14512.23,2710.05,0,30,0,0,0,0,0,30,202202
7003394,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIcywVJ6ABWhcFCGwkEGvkJA=,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,<1,74000.0,Other,Yes,3,rent,XX207X,,Not Verified,0,16344.84,15875.0,469.84,0,0,0,0,0,0,0,0,202202
6643853,,,0,KHMbckjadbckIFGGASEWdkcndwkcnCCM,0,132000.0,Male,,2,mortgage,XX302X,,,0,18736.3228762,16000.0,2736.32,0,0,0,0,0,0,0,0,202205
6643853,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhCjz+LMyu2HkFKG7dpbCREorZaTkV3d4rdkZBGn17c9k=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,5-10,55000.0,Other,,2,mortgage,XX333X,No,Source Verified,0,18736.3228762,16000.0,2736.32,0,0,0,0,0,0,0,0,202204
7001568,Self - Employeed,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhvAdoUR1Fh+H8DoIrTk/dFiae53rulMmWQw8dkbESJlw=,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,<1,115000.0,Female,No,4,mortgage,XX100X,Yes,Source Verified,0,14667.7037926,13800.0,867.7,1,0,0,0,0,0,0,0,202203
7022533,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhboKeV2tr6egxgj4XVdBdL5vx88tsKANUhcVP9NSDK00=,KHMbckjadbckIFGILSEWdkcndwkcnCCM,5-10,95000.0,Male,Yes,3,rent,XX605X,No,Source Verified,0,17961.09,14489.2,3471.89,0,0,0,0,0,0,0,0,202204
7002486,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIRm2zSVK9d/ZRu5nwXo78N4=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,130000.0,Female,Yes,0,rent,XX928X,No,Not Verified,0,18268.2320258,16000.0,2268.23,0,0,0,0,0,0,0,0,202204
7022392,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhQylzySkNWUiOg0YCVLTZkIWDaucScNy/BHq5ET20wlc=,KHMbckjadbckIFGWASEWdkcndwkcnCCM,3-5,120000.0,Male,Yes,1,mortgage,XX980X,,Not Verified,0,26344.0499904,22000.0,4344.05,0,0,0,0,0,0,0,0,202204
